client_id,score
4434,2.4375115e-05
607,0.9997614
2711,1.4952464e-05
2839,4.5975972e-05
3547,0.9696758
6857,0.0018587542
2409,0.00026957193
813,5.9231585e-05
4936,0.00014965149
4598,4.359371e-05
2363,1.778135e-05
234,0.00056813547
53,3.6688248e-06
4515,3.9571776e-05
8114,9.5515235e-05
3395,3.3779797e-06
3488,0.00083602534
3236,0.9435317
3537,0.905349
952,4.5048033e-05
5451,2.9190946e-06
6412,1.46135635e-05
8065,1.787186e-05
2719,0.0013719877
2020,1.4848051e-05
1690,0.0015015139
1046,0.0018348737
2548,1.8847826e-05
1508,5.8306027e-06
3114,0.00028718493
2481,0.00046037085
5193,1.3708063e-05
2454,4.5187658e-06
3036,9.695746e-05
5286,5.205323e-05
565,1.4359835e-05
4921,9.485057e-06
7010,0.0028449544
3495,6.8331974e-05
2974,0.00037294938
2869,1.6715412e-05
2102,1.9898216e-05
6114,1.564252e-05
3476,2.5354137e-05
321,2.8899669e-05
2072,2.9699298e-05
4708,3.1787207e-05
6863,0.00022262958
1580,1.619002e-05
4224,0.001387152
3289,3.4305012e-05
2116,2.3535958e-05
1180,0.0049178833
7816,1.14987315e-05
2283,2.878022e-05
2256,4.889311e-05
3331,1.0717441e-05
164,5.6146214e-06
1450,0.00015541048
1596,0.99970055
2073,0.00016325862
1534,0.00046965404
60,3.521435e-05
4077,2.9025805e-06
4431,0.66397625
2796,0.00020671457
537,0.00018037955
2796,0.00050057244
3994,0.041026622
4771,2.5495005e-05
916,0.00023858038
2373,5.499314e-06
1869,0.00029570976
4320,0.00018683064
4596,1.1924215e-05
1375,0.00010882829
4225,3.5324326e-06
673,4.2189036e-05
6236,4.873224e-05
6168,5.7025853e-05
1427,2.3093293e-05
3525,4.71276e-06
5772,2.0355632e-05
6491,0.00017730233
340,2.2704051e-05
5697,8.2266044e-05
4176,0.00037599413
4453,0.98177
3234,0.00013818832
5326,1.5158407e-05
746,9.509547e-06
3627,0.0005596392
3639,2.4575755e-05
850,0.00080455083
2683,5.3452163e-06
3790,0.00021053589
785,0.005969042
5144,8.116144e-06
2675,2.5992753e-05
4165,5.492987e-06
3685,3.1556065e-05
6696,0.00045379545
3181,0.00015550788
3094,4.6949017e-06
4952,0.00017178828
1055,0.000106293155
4967,0.0006918728
5035,0.008776205
5030,0.00059578597
4000,9.923654e-05
1456,0.0006860233
1548,5.632267e-05
1708,0.0002862386
1285,0.00027134418
2179,2.9915192e-05
387,3.5231413e-05
1042,9.060657e-06
105,0.0017328942
2974,1.6492639e-05
3550,0.00015347208
2543,0.00013528464
4009,0.00075718
5776,4.8514306e-05
2368,7.561016e-05
2911,0.00013185953
427,0.00021929982
5752,5.6544764e-06
4437,5.2039635e-05
2176,1.4043512e-05
3491,1.9558853e-05
15,1.0278157e-05
1664,0.0014356804
45,1.8772127e-05
7049,0.00014361808
1210,1.957408e-05
154,0.507541
599,0.9890133
2116,3.0730753e-05
3212,0.0013807485
302,0.9986254
1900,0.0026069665
2300,0.00012495469
1008,3.1972784e-05
452,3.3674194e-05
2313,0.0025257212
2522,1.2180786e-05
6822,0.002256475
3235,2.7710132e-05
4468,5.4954394e-06
6523,1.2671976e-05
2120,0.00054920325
4011,1.334735e-05
689,7.9398524e-05
2940,0.0010416171
4265,3.1685548e-05
153,0.00077744457
4200,0.00014366205
1632,0.0008983476
2938,3.8178656e-05
641,9.121453e-05
105,6.560575e-05
2264,0.0002630499
3827,0.00032001227
1243,0.00014401192
32,1.3574448e-05
4605,4.611055e-06
1795,0.00017326635
4771,5.9635404e-05
3100,2.0867175e-05
4919,2.760792e-05
1075,2.2682669e-05
310,0.0008942785
1819,0.000456481
5985,0.00032749656
4042,0.00010587214
1333,6.0507705e-06
803,0.00014615941
5533,1.6032627e-05
2060,2.6811591e-05
397,6.17935e-06
3116,6.9416375e-05
2299,2.7148099e-05
119,8.076072e-06
5270,0.00035528684
1967,1.3130151e-05
472,0.00026766548
2295,1.0061987e-05
1193,1.1545046e-05
2798,0.0016159982
5974,0.01129599
3980,1.0203649e-05
1242,0.0002520019
5091,7.011209e-06
1258,0.00015180025
5308,8.307209e-06
5727,1.8081213e-05
2101,0.00010153016
2882,6.801606e-06
1622,0.0031415978
3627,2.5888037e-05
1827,0.00025922127
1580,1.4210906e-05
861,3.919018e-05
1471,2.8495648e-05
1188,4.9912484e-05
156,0.0006178042
533,4.3428692e-05
3746,9.757123e-06
4271,2.1641827e-06
540,5.3949105e-05
1696,9.6422875e-05
49,3.8405167e-05
847,1.1421572e-05
1150,0.021470247
3107,5.765544e-06
3658,0.000114912116
3494,8.003525e-05
1321,2.390921e-05
1223,0.0069834525
707,3.0938445e-05
3850,0.00013688786
898,0.0012796115
3760,4.1128336e-05
4394,1.2026782e-05
487,0.00013705544
1260,2.5271143e-05
2453,4.018905e-05
3559,0.9980102
2217,1.6020766e-05
1645,0.005505218
7599,0.00041813825
3509,0.00010728294
2088,0.000121056786
4944,1.7872253e-05
4101,5.952567e-06
3635,3.0125636e-06
6200,8.949967e-06
2528,0.0008277774
6296,8.20559e-06
3525,0.00019564746
2450,0.0003087228
3776,7.108845e-05
1041,1.3841225e-05
990,4.133449e-05
265,7.820569e-05
2802,0.0010585488
3760,7.1694362e-06
5168,0.00013140729
2193,7.6123843e-06
4850,4.514626e-05
6118,0.9996282
246,4.253391e-05
3052,8.2191626e-05
4442,4.2605072e-05
1110,1.6728442e-05
3283,0.00068477995
1347,2.2771792e-05
3029,1.3926839e-05
3462,6.5474333e-06
1050,0.00015173599
4219,3.1235344e-05
694,6.698738e-06
5885,3.9929928e-05
2804,1.3866195e-05
466,7.690885e-05
850,0.0012614959
1024,0.00019338477
5184,0.0036373793
5463,2.786021e-05
4060,6.552222e-05
1837,1.1506223e-05
1701,0.00012690332
1733,0.00015229579
4231,8.055231e-05
5079,0.00012271377
1658,0.0028470517
1343,7.0070346e-05
5,6.321968e-06
674,0.0005739004
3285,1.1286365e-05
1798,0.00016120175
369,4.3722894e-06
3633,0.00017654318
1480,0.00025612582
5727,9.53708e-05
4106,7.525123e-05
471,0.0022749905
532,5.1808143e-05
3140,1.5842095e-05
221,5.2960157e-05
1665,0.0028965424
4029,0.000117684875
806,0.00012597868
3595,0.00055456656
510,2.464774e-05
1691,3.8180657e-05
2508,0.0014619638
1158,4.9996975e-06
4554,3.538637e-06
211,4.9079554e-05
513,0.00046058153
2951,0.0015486608
6762,7.633525e-06
4457,0.0045684464
4570,0.002270502
1076,0.00011246711
3300,2.5733705e-05
7960,0.0032922784
6,1.876139e-05
3388,4.404493e-05
477,0.9959507
5974,0.0014933669
4226,8.70254e-06
735,0.003499113
1009,2.8352419e-05
5168,7.6665456e-05
176,0.00010762138
842,8.4852785e-05
5605,0.00032923147
4138,0.001390932
5221,3.4458164e-05
47,0.00014971045
5512,1.2915437e-05
1213,0.000208727
2469,3.1232812e-05
2520,3.5918798e-05
1712,4.537917e-05
6168,3.172776e-05
5593,0.008627991
6840,3.137162e-05
916,0.00039793435
3198,0.0021248823
4738,1.3369365e-05
1199,0.0002261142
4213,1.1130733e-05
2734,0.00027137809
952,3.7924906e-06
6,0.026931366
1385,9.777298e-06
1859,6.5909066e-05
380,3.9396724e-05
4634,1.610574e-05
6246,0.0002957746
1179,2.0150821e-05
3569,2.1138814e-05
3499,0.01957536
806,0.0002091689
5253,0.018189974
3276,1.62917e-05
135,0.00018611908
2219,1.784975e-05
536,0.00010784266
5156,2.4775443e-05
4990,9.165458e-05
871,0.00035429242
712,3.5922432e-05
3348,0.0004473815
1347,3.3760687e-05
1065,0.0022530227
5813,0.0010241298
1009,2.0141137e-05
1335,4.7868125e-05
7394,3.3750224e-05
1957,9.5446674e-05
1084,4.73843e-06
615,9.947542e-06
567,2.0188174e-05
2415,5.9395898e-05
1505,0.013683157
2538,0.00031899856
3320,3.4427026e-06
2624,8.1786166e-05
7454,1.3123202e-05
5156,7.815052e-05
4818,9.979661e-05
5954,2.1337095e-05
2741,4.7160152e-05
6265,0.00032191648
1276,0.00014120291
243,0.0012831014
1682,0.0019489115
1064,2.890634e-05
633,0.011341875
1276,1.3143354e-05
79,0.0016116811
1329,2.8901733e-05
2040,0.0010371859
3501,0.00010372694
2890,0.00010798652
2237,1.0565574e-05
2404,3.257633e-05
3706,9.411924e-05
5868,9.0304675e-05
1679,0.0001988135
3035,1.2743745e-05
2807,5.4359458e-05
3685,5.4134427e-05
6288,0.0090265
4480,3.593617e-05
4186,1.720435e-05
289,3.5288645e-05
1791,0.0013029681
3945,0.0002973594
4516,0.0052445005
7156,0.99919933
1276,1.0526882e-05
2801,0.00040098056
1499,1.3256712e-05
2302,0.0004160318
1819,5.4340317e-06
7474,5.179418e-06
4790,1.06424595e-05
429,0.00016199065
4423,4.3407326e-05
2369,3.3593074e-05
4106,6.73475e-05
3016,2.6423984e-05
1380,2.5242985e-05
6278,3.3168765e-06
806,0.00015352185
235,2.7145925e-05
1406,1.3935528e-05
1263,0.0001411352
6499,0.00064786366
6196,7.797321e-06
3025,0.00053227873
1568,9.025436e-06
3225,0.0022350512
4449,4.1140458e-05
5127,3.1728396e-05
3547,0.9378219
3881,1.44722935e-05
6667,3.6332272e-05
6125,0.00012214069
244,0.00012279408
5490,0.0022174066
1795,0.0026432313
7598,1.1490017e-05
4315,1.9053889e-05
7534,1.4838112e-05
797,9.3248396e-05
2228,0.0010905504
4288,0.00044459815
2898,2.6824575e-06
3843,2.5857837e-05
2906,0.00016011485
3194,2.5413417e-05
1674,0.00016752922
1544,1.9934456e-05
3441,3.7582002e-05
663,3.0802007e-06
899,0.001284379
949,8.532648e-06
841,0.0016471753
4796,1.8862356e-05
6097,0.0012651164
1173,0.0001454609
1489,3.704615e-05
3625,0.005455217
3771,4.9489805e-05
3117,4.477393e-05
469,7.2487937e-06
5867,3.0342431e-05
5363,1.5164882e-06
5773,9.818364e-06
5050,0.00017188724
2668,0.00039615313
2452,0.00015378014
2351,0.0034447336
835,0.00026219056
4272,0.00034472105
1849,2.8500188e-05
5195,7.2568314e-06
1404,0.00019771198
521,0.00015065918
850,9.423113e-05
5865,0.009468533
475,0.9991697
1559,4.518136e-05
64,2.6779979e-05
28,7.338685e-05
3255,0.000367924
3255,0.0011722484
3935,0.00049221684
3142,0.0025957476
197,1.2874352e-05
4797,2.0694486e-05
6869,0.00023596971
4133,0.09668443
1973,1.7250333e-05
2066,0.000106057974
4614,5.1746527e-05
1241,2.0545842e-05
1816,9.01253e-05
3406,0.0025255615
1381,0.00042526066
1788,0.122160174
3309,0.011057723
78,0.03211958
1667,0.00023391025
4857,8.304405e-06
2131,0.0020333698
5019,0.00076147716
1483,8.1454826e-05
79,0.00013966298
4992,1.3010912e-05
3545,0.0004782492
5020,4.0743857e-05
5166,7.472877e-05
6682,3.2410768e-05
2978,3.1252745e-05
3370,0.0025983464
2890,0.00013435709
3607,5.136138e-05
815,8.87391e-06
433,2.6448664e-05
5580,0.0011076623
5495,3.4926394e-05
1943,5.3750275e-05
6729,3.300923e-05
2202,0.0012343222
1219,3.2180756e-06
1530,3.1957775e-06
720,0.00030781966
1287,2.1543934e-05
1310,0.0031366975
1042,1.0130233e-05
918,1.6314321e-05
4231,5.1731135e-05
3133,4.3017575e-05
4500,0.00012333917
3189,0.99062854
858,0.00050126936
6248,0.00011870917
1827,5.8100413e-05
667,6.572003e-05
1552,0.002067058
844,7.3203555e-06
1136,0.11665813
2154,0.00013891335
332,4.835685e-05
1349,0.00036276795
4628,0.0072825835
4526,6.2570507e-06
6998,0.0016448033
4263,0.00032195455
2700,0.0003104169
966,1.4614147e-05
1230,5.097617e-06
2862,8.973554e-05
2185,1.8811965e-05
3725,0.00021974587
1117,0.53815794
1595,0.00015479466
3302,6.882749e-05
2086,2.6706326e-05
3790,5.002694e-05
4242,0.9985061
3226,0.95078856
2902,0.00038724163
2934,8.006158e-05
1295,0.00016265744
3591,1.6626302e-05
596,0.00018229637
3050,3.9671908e-05
4665,0.003017654
936,9.793499e-06
3897,2.7839124e-05
3443,6.3113957e-06
7522,0.00025426206
251,3.01434e-05
5210,5.9061473e-05
2389,5.5836503e-05
2944,4.500681e-05
1816,5.5772376e-05
3270,3.1818236e-05
2483,0.0004152059
4008,0.00038661383
1697,2.1623528e-06
7031,0.00029569762
2252,2.09282e-05
1003,0.009154935
249,2.3045903e-05
541,8.5517415e-05
5448,6.0975697e-05
3492,5.132603e-05
3455,0.0012351496
792,4.432015e-05
4109,8.849537e-06
2077,0.00025719346
2866,0.00035326628
2649,7.939058e-05
3470,0.00020955157
4196,1.2707446e-05
1025,0.0007266471
897,7.78593e-05
170,0.004782021
4587,1.829794e-05
852,0.0010695328
5630,8.681145e-06
443,4.435046e-05
4673,1.2584748e-05
6556,3.1815885e-06
3312,5.596193e-05
1789,4.8372574e-05
4274,3.9280167e-05
2059,0.0014444697
4806,7.3229594e-06
362,8.813397e-06
5874,0.04064795
257,0.0006052104
2253,5.7853387e-05
2542,2.4071416e-05
193,1.2073715e-05
1965,6.721225e-05
7975,7.723019e-06
5285,8.848043e-05
2475,0.011540621
3031,2.4882731e-05
3142,0.0002706187
4936,0.008388144
3545,0.00084657257
254,8.772735e-06
6741,0.50730455
2021,2.5383602e-05
334,0.0075612725
1821,0.00024658526
4469,7.968881e-05
3203,6.4519954e-06
4470,0.00016476134
3944,2.861356e-05
311,0.0027321177
4996,3.8038388e-06
6173,3.3792512e-05
850,0.0005694507
3955,0.00012714339
4269,3.1685187e-05
4049,4.2031217e-05
1314,0.00032084412
369,4.6059745e-06
4084,4.6696034e-05
2302,0.000193862
3848,2.8536776e-06
1190,0.0004858278
4132,0.0016398536
3743,0.9974716
691,1.1902731e-05
776,0.00077024
2473,1.9537358e-05
2395,0.00014536828
2475,0.00066244043
3044,0.99213517
2262,0.00030811827
2192,3.4840003e-05
5539,7.58066e-05
4290,7.837232e-05
5260,3.9539525e-05
1559,3.1210155e-05
4053,3.5825477e-05
7917,0.00024318532
4442,1.0722134e-05
810,5.0082934e-05
5610,2.4111921e-05
5662,0.015374319
7724,3.377244e-05
113,0.00070819457
3774,6.7128145e-05
6032,2.7157395e-05
1717,4.460823e-05
7001,3.1080002e-05
6077,0.00023884713
5605,9.234833e-06
4971,1.00938e-05
2595,0.03610891
4522,4.507661e-05
2197,2.4377834e-05
205,7.724043e-06
6020,0.0013453241
5393,0.00015007233
3493,0.00010979256
1373,4.4539494e-05
3976,0.00041898715
4508,3.387057e-06
1548,3.701451e-05
4172,3.3817658e-05
1003,0.000112564856
297,0.000998255
2565,1.2515437e-05
2864,1.198554e-05
5985,9.090272e-05
1690,0.0020711105
3624,0.00020613159
5539,0.00029399723
3311,2.7732883e-06
4085,4.5932014e-05
79,1.0223822e-05
2427,0.005394393
4416,2.6291389e-05
193,1.5688249e-05
947,0.99965465
1360,4.9420712e-05
5036,0.001961288
2241,1.4128424e-05
208,0.00023657705
4998,0.00015334555
988,1.2847982e-05
1969,0.9974571
3212,0.00037760698
270,7.0872884e-06
1956,9.34838e-05
5745,2.4103392e-05
5979,0.0016512703
4741,0.0009918361
4485,0.000120223114
274,0.00032642053
5416,2.186734e-05
4889,0.0027512987
5870,0.00024765826
1920,8.463282e-05
3805,9.7013224e-05
233,3.008177e-06
509,3.247865e-05
226,7.53787e-05
4197,3.3604418e-05
2739,8.286068e-06
1234,5.151728e-06
2175,1.8940695e-05
2247,5.233779e-06
5127,2.1455851e-05
1595,0.00021709871
4712,7.656789e-06
1950,9.246042e-06
2679,6.419344e-05
4706,5.7144363e-05
653,4.02494e-06
695,3.0973308e-05
230,9.904245e-05
1386,7.178842e-05
4663,2.5516701e-05
898,0.004159685
970,7.588782e-05
3488,0.00012519823
5891,0.0045197196
2055,0.00091314176
2397,0.00037905542
1849,6.4068554e-05
1141,0.00015687896
476,0.0017232067
1967,3.1134794e-05
3240,1.6269823e-05
4926,5.380254e-06
1870,6.225171e-05
1491,2.4250237e-05
4771,0.0011882598
6020,0.0015749512
784,2.0095456e-05
6136,4.619858e-05
2568,7.6770586e-05
3063,2.2194508e-06
5868,1.277788e-05
5437,2.5981279e-05
1656,0.0014560422
133,0.00010523944
40,3.860451e-06
2133,0.00024436627
1316,0.00011142675
5538,0.0017980413
5144,1.8674333e-05
4089,1.3458283e-05
197,1.2874352e-05
3277,0.00057043583
302,0.99780303
5987,2.728096e-06
909,0.0001391918
2336,0.00077851024
5959,5.2622003e-05
1519,0.000106684514
51,0.9994399
2150,0.00014548212
3483,0.0005224989
1260,2.7727234e-05
452,0.0009763253
1003,0.00018084729
3386,0.002890459
1965,5.066752e-05
2499,0.0014500472
5015,5.1476613e-06
2511,3.5032404e-05
1849,4.4277058e-05
5927,0.00011711193
2034,1.3857523e-05
3038,0.00018101704
1592,6.514038e-05
732,1.5230438e-05
1395,6.8419286e-06
2320,2.5727963e-05
1258,0.00049814663
1826,0.0005818989
916,0.0005016362
3944,2.2471346e-05
1405,0.015054164
3545,4.854269e-06
1572,1.1050446e-05
2218,1.4732897e-05
149,7.025425e-06
7529,8.861299e-05
1333,2.2812066e-05
1373,5.8065463e-05
1162,9.597192e-06
224,8.9128334e-05
243,0.001379936
2954,9.419708e-05
7609,0.00019475019
3613,2.0122976e-05
3278,0.00014913965
604,0.00091188145
2700,3.569163e-05
3386,0.0025499067
4967,0.001221759
5421,1.004132e-05
3236,0.99748343
815,6.1997675e-06
4157,5.4104705e-05
6106,9.952549e-05
764,0.0010443665
2277,0.00976737
591,2.1140374e-06
1154,0.00019447907
894,0.000771161
3244,0.0004742809
69,0.00057670544
4888,7.22877e-05
891,9.7161814e-05
1439,3.3751169e-06
773,8.386774e-05
1664,0.0014394973
6141,0.00084090413
31,0.002845551
346,0.0010761137
2727,0.0003350951
4736,0.00022252198
1278,1.3419118e-05
1280,6.0151724e-05
1297,0.0006477485
8041,0.001216231
3539,0.0005463119
1266,0.026123403
546,0.00032474377
1656,0.00081418233
3049,0.00023337048
1427,8.6004184e-05
162,0.00013920588
282,0.0001001842
2180,6.9257812e-06
5735,7.330667e-06
502,4.932071e-06
5000,3.5365152e-05
118,1.2161472e-05
1096,0.0032998524
394,3.2478558e-05
4011,2.978419e-05
1135,0.00029186328
1153,2.1980011e-05
5203,1.13683345e-05
4809,6.9617317e-06
483,0.00047530624
1994,6.362225e-06
5424,7.809973e-06
1642,0.00039991815
5453,0.00010621069
1272,4.1271902e-05
4903,2.530151e-06
586,7.3751944e-05
4539,7.720626e-06
1188,6.135004e-05
2713,3.5703037e-05
5159,2.3019391e-05
4097,3.3176832e-06
2753,5.9775124e-05
2348,1.1992698e-05
1781,6.768448e-05
1971,4.021079e-05
6421,0.002395991
2166,3.112215e-05
856,5.042785e-05
5337,3.3895676e-06
5100,3.294437e-06
6198,4.4624167e-06
6456,0.00015469315
2218,2.5801479e-05
6840,1.893961e-05
3302,0.00020775548
3793,0.00023535204
2693,7.0135166e-06
1981,0.00011361943
1255,4.52535e-05
4416,0.0006482355
663,3.6894664e-06
2397,0.00041181096
3837,0.00015244137
3049,0.00023337048
50,0.0007149578
3690,0.0002839841
3096,3.056731e-05
6056,8.543412e-05
5650,9.997521e-05
3776,0.00015153573
2261,1.8589895e-05
1164,0.9745641
3691,0.000100622136
4678,0.002691439
3816,6.148902e-05
1722,8.792971e-06
292,0.00020240522
3501,0.0001767812
1386,7.178842e-05
6811,1.1020316e-05
4031,0.0008852846
1225,0.00031587898
3691,0.0001449287
2821,0.00017865263
1539,0.0026736164
324,0.001791853
1388,0.00014931297
321,1.0417724e-05
2308,0.00029845146
3688,7.483631e-05
3356,0.28282377
2452,8.4160565e-05
3110,6.9073336e-05
1461,1.1882074e-06
7663,0.00011230369
591,8.439315e-06
5741,3.0991619e-06
1950,1.1885921e-05
1703,0.00017723945
4719,0.0016936
4081,8.486869e-06
3465,0.0022621816
6605,6.314863e-05
2,4.7276146e-05
514,2.8676744e-05
2980,0.0022541948
2992,0.0009656575
6775,2.0388874e-05
1138,4.883365e-05
1523,0.00013542532
8045,0.00017718284
1011,0.00011499706
6151,0.010267594
4186,2.9304636e-05
4643,2.7662236e-05
7318,0.0007580799
2708,0.00020827573
3705,0.00022554319
2159,0.94217753
3100,2.4046063e-05
1793,0.0011273426
4512,0.019787472
1559,1.7083852e-05
1822,5.033983e-05
5321,1.46027e-06
5457,1.3309638e-06
6256,3.1314323e-06
1241,5.010706e-05
2408,0.0016044986
621,0.00019115207
2507,3.7646714e-05
588,1.2873775e-05
2625,7.6186705e-05
3765,0.0016545028
3369,8.943584e-06
5309,0.011803089
6765,6.1928954e-06
1613,0.00055600883
2032,2.4005303e-05
846,8.879393e-05
2280,0.0011205471
2327,1.5307716e-05
114,0.0001867667
321,2.0038886e-05
4249,8.70787e-06
3497,0.0001227846
7145,0.055507578
4259,0.00016455093
1636,1.1875451e-05
785,0.006662143
2000,1.1237305e-05
604,0.0011240162
869,1.2872412e-05
1375,2.8222581e-05
2802,1.0048313e-05
5589,1.5376161e-05
1127,2.485944e-05
972,0.00042282435
5979,0.0008640947
387,2.9951101e-05
5186,0.000112882706
813,5.9231585e-05
839,2.687969e-05
4380,1.485227e-05
3311,2.439964e-06
5819,0.00026268975
6152,3.2829506e-05
5101,0.012012572
2654,9.390256e-05
4012,5.2503715e-06
3058,5.2029856e-05
6223,0.28157276
2373,4.583064e-05
2213,0.00063866284
4116,4.307398e-05
2123,3.421918e-05
3912,1.2813476e-05
101,3.8140643e-06
2752,7.545436e-05
1636,1.8062272e-05
2572,0.99548537
436,0.0001186166
1497,3.361945e-05
3399,0.00021967484
918,0.0013282443
3089,0.038833506
6093,0.0019330833
716,0.00029459374
1562,0.00031064486
1908,4.285731e-05
1187,4.9865335e-05
1258,0.00048042886
